,SP500,US_10Y,Oil,Bitcoin
2023-12-11,4622.44,4.23,70.95,41205.53
2023-12-12,4643.7,4.2,68.27,41452.65
2023-12-13,4707.09,4.04,69.09,42927.11
2023-12-14,4719.55,3.92,71.21,43031.34
2023-12-15,4719.19,3.91,71.05,41939.81
2023-12-18,4740.56,3.95,72.16,42638.28
2023-12-19,4768.37,3.93,73.23,42252.2
2023-12-20,4698.35,3.86,73.87,43647.01
2023-12-21,4746.75,3.89,73.59,43876.98
2023-12-22,4754.63,3.9,73.29,44015.6
2023-12-25,,,,43603.68
2023-12-26,4774.75,3.89,75.84,42520.26
2023-12-27,4781.58,3.79,74.31,43444.45
2023-12-28,4783.35,3.84,72.02,42613.04
2023-12-29,4769.83,3.88,71.89,42056.3
2024-01-01,,,,44229.57
2024-01-02,4742.83,3.95,70.62,45030.04
2024-01-03,4704.81,3.91,72.97,42836.3
2024-01-04,4688.68,3.99,72.38,44230.11
2024-01-05,4697.24,4.05,74.0,44174.5
2024-01-08,4763.54,4.01,71.06,47000.31
2024-01-09,4756.5,4.02,72.43,46103.0
2024-01-10,4783.45,4.04,71.57,46590.34
2024-01-11,4780.24,3.98,72.15,46324.98
2024-01-12,4783.83,3.96,72.94,42797.41
2024-01-15,,,,42500.0
2024-01-16,4765.98,4.07,72.63,43152.59
2024-01-17,4739.21,4.1,72.79,42705.07
2024-01-18,4780.94,4.14,74.32,41234.95
2024-01-19,4839.81,4.15,73.69,41633.68
2024-01-22,4850.43,4.11,75.26,39547.64
2024-01-23,4864.6,4.14,74.72,39866.78
2024-01-24,4868.55,4.18,75.48,40051.8
2024-01-25,4894.16,4.14,77.91,39944.5
2024-01-26,4890.97,4.15,78.45,41792.29
2024-01-29,4927.93,4.08,77.25,43272.35
2024-01-30,4924.97,4.06,78.3,42985.96
2024-01-31,4845.65,3.99,76.28,42599.49
2024-02-01,4906.19,3.87,74.36,43090.14
2024-02-02,4958.61,4.03,72.72,43187.41
2024-02-05,4942.81,4.17,73.21,42654.6
2024-02-06,4954.23,4.09,73.83,43093.37
2024-02-07,4995.06,4.09,74.26,44393.14
2024-02-08,4997.91,4.15,76.67,45345.8
2024-02-09,5026.61,4.17,77.26,47154.45
2024-02-12,5021.84,4.17,77.34,49961.0
2024-02-13,4953.17,4.31,78.28,49691.47
2024-02-14,5000.62,4.27,77.09,51833.46
2024-02-15,5029.73,4.24,78.47,51935.86
2024-02-16,5005.57,4.3,79.65,52181.12
2024-02-19,,,,51766.22
2024-02-20,4975.51,4.27,78.72,52284.38
2024-02-21,4981.8,4.32,78.89,51833.99
2024-02-22,5087.03,4.33,79.64,51262.51
2024-02-23,5088.8,4.26,77.6,50751.19
2024-02-26,5069.53,4.28,78.53,54559.0
2024-02-27,5078.18,4.31,79.8,57064.29
2024-02-28,5069.76,4.27,79.44,62479.39
2024-02-29,5096.27,4.25,79.22,61240.13
2024-03-01,5137.08,4.19,80.9,62468.47
2024-03-04,5130.95,4.22,79.67,68277.61
2024-03-05,5078.65,4.13,79.11,63893.71
2024-03-06,5104.76,4.11,80.08,66092.71
2024-03-07,5157.36,4.09,79.81,66914.79
2024-03-08,5123.69,4.09,78.96,68313.7
2024-03-11,5117.94,4.1,78.87,72202.19
2024-03-12,5175.27,4.16,78.51,71471.62
2024-03-13,5165.31,4.19,80.67,73098.48
2024-03-14,5150.48,4.29,82.16,71456.55
2024-03-15,5117.09,4.31,81.94,69492.42
2024-03-18,5149.42,4.34,83.68,67566.95
2024-03-19,5178.51,4.3,84.39,61977.96
2024-03-20,5224.62,4.27,82.79,67862.33
2024-03-21,5241.53,4.27,81.99,65505.11
2024-03-22,5234.18,4.22,81.1,63712.44
2024-03-25,5218.19,4.25,82.41,69914.45
2024-03-26,5203.58,4.24,82.41,69976.26
2024-03-27,5248.49,4.2,82.15,69372.26
2024-03-28,5254.35,4.2,83.96,70770.78
2024-03-29,,,,69933.54
2024-04-01,5243.77,4.33,84.54,69702.13
2024-04-02,5205.81,4.36,85.95,65478.7
2024-04-03,5211.49,4.36,86.22,65982.23
2024-04-04,5147.21,4.31,87.37,68415.92
2024-04-05,5204.34,4.39,87.69,67878.68
2024-04-08,5202.39,4.42,87.24,71607.88
2024-04-09,5209.91,4.36,86.04,69100.81
2024-04-10,5160.64,4.55,86.98,70554.77
2024-04-11,5199.06,4.56,85.79,70001.36
2024-04-12,5123.41,4.5,86.46,67107.27
2024-04-15,5061.82,4.63,86.21,63359.28
2024-04-16,5051.41,4.67,86.15,63840.0
2024-04-17,5022.21,4.59,83.58,61267.8
2024-04-18,5011.12,4.64,83.5,63447.36
2024-04-19,4967.23,4.62,83.79,63836.5
2024-04-22,5010.6,4.62,83.82,66828.83
2024-04-23,5070.55,4.61,84.17,66472.3
2024-04-24,5071.63,4.65,84.09,64198.5
2024-04-25,5048.42,4.7,84.92,64510.14
2024-04-26,5099.96,4.67,85.38,63747.32
2024-04-29,5116.17,4.63,84.26,63804.4
2024-04-30,5035.69,4.69,83.49,60690.8
2024-05-01,5018.39,4.63,80.7,58278.09
2024-05-02,5064.2,4.58,80.59,59071.21
2024-05-03,5127.79,4.5,79.65,62855.86
2024-05-06,5180.74,4.49,80.1,63145.67
2024-05-07,5187.7,4.47,79.97,62344.02
2024-05-08,5187.67,4.48,80.57,61156.89
2024-05-09,5214.08,4.45,80.86,63088.62
2024-05-10,5222.68,4.5,79.81,60801.1
2024-05-13,5221.42,4.48,80.71,62909.03
2024-05-14,5246.68,4.45,79.62,61558.14
2024-05-15,5308.15,4.36,80.23,66293.39
2024-05-16,5297.1,4.38,80.85,65282.62
2024-05-17,5303.27,4.42,81.66,66941.22
2024-05-20,5308.13,4.44,81.39,71466.21
2024-05-21,5321.41,4.41,80.66,70191.19
2024-05-22,5307.01,4.43,79.15,69145.91
2024-05-23,5267.84,4.47,77.47,67903.82
2024-05-24,5304.72,4.46,78.48,68567.61
2024-05-27,,,,69363.83
2024-05-28,5306.04,4.54,80.9,68350.32
2024-05-29,5266.95,4.61,80.24,67573.57
2024-05-30,5235.48,4.55,78.96,68356.11
2024-05-31,5277.51,4.51,77.97,67506.03
2024-06-03,5283.4,4.41,75.26,68794.57
2024-06-04,5291.34,4.33,74.27,70596.56
2024-06-05,5354.03,4.29,75.08,71164.39
2024-06-06,5352.96,4.28,76.52,70770.7
2024-06-07,5346.99,4.43,76.53,69283.58
2024-06-10,5360.79,4.47,78.75,69490.62
2024-06-11,5375.32,4.39,78.88,67316.44
2024-06-12,5421.03,4.31,79.56,68270.98
2024-06-13,5433.74,4.24,79.61,66764.3
2024-06-14,5431.6,4.2,79.41,66022.42
2024-06-17,5473.23,4.28,81.33,66517.55
2024-06-18,5487.03,4.22,82.67,65126.6
2024-06-19,,,,64903.53
2024-06-20,5473.17,4.25,83.34,64842.53
2024-06-21,5464.62,4.25,81.71,64136.38
2024-06-24,5447.87,4.25,82.63,60236.01
2024-06-25,5469.3,4.23,81.97,61820.98
2024-06-26,5477.9,4.32,82.19,60794.33
2024-06-27,5482.87,4.29,83.04,61622.64
2024-06-28,5460.48,4.36,82.83,60322.28
2024-07-01,5475.09,4.48,84.7,62870.34
2024-07-02,5509.01,4.43,84.09,62056.54
2024-07-03,5537.02,4.36,85.19,60187.34
2024-07-04,,,,57171.19
2024-07-05,5567.19,4.28,84.44,56624.69
2024-07-08,5572.85,4.28,83.63,56684.73
2024-07-09,5576.98,4.3,82.78,57995.57
2024-07-10,5633.91,4.28,83.39,57653.32
2024-07-11,5584.54,4.2,83.92,57384.82
2024-07-12,5615.35,4.18,83.49,57910.59
2024-07-15,5631.22,4.23,83.22,64772.57
2024-07-16,5667.2,4.17,81.92,65045.81
2024-07-17,5588.27,4.16,84.16,64157.33
2024-07-18,5544.59,4.2,84.17,63999.59
2024-07-19,5505.0,4.25,81.43,66771.26
2024-07-22,5564.41,4.26,81.25,67585.54
2024-07-23,5555.74,4.25,78.24,65923.74
2024-07-24,5427.13,4.28,78.78,65430.69
2024-07-25,5399.22,4.27,79.43,65816.21
2024-07-26,5459.1,4.2,78.58,67929.7
2024-07-29,5463.54,4.17,77.27,66827.89
2024-07-30,5436.44,4.15,76.17,66200.81
2024-07-31,5522.3,4.09,79.36,64607.71
2024-08-01,5446.68,3.99,77.74,65342.4
2024-08-02,5346.56,3.8,74.99,61466.66
2024-08-05,5186.33,3.78,74.46,54025.9
2024-08-06,5240.03,3.9,74.6,56096.88
2024-08-07,5199.5,3.96,76.68,55100.98
2024-08-08,5319.31,3.99,77.64,61644.69
2024-08-09,5344.16,3.94,78.28,60818.65
2024-08-12,5344.39,3.9,81.45,59337.91
2024-08-13,5434.43,3.85,79.81,60596.01
2024-08-14,5455.21,3.83,78.47,58779.3
2024-08-15,5543.22,3.92,79.66,57502.3
2024-08-16,5554.25,3.89,78.05,58879.72
2024-08-19,5608.25,3.86,75.82,59469.51
2024-08-20,5597.12,3.82,75.27,59062.49
2024-08-21,5620.85,3.79,72.76,61193.87
2024-08-22,5570.64,3.86,73.72,60378.7
2024-08-23,5634.61,3.81,75.82,64130.87
2024-08-26,5616.84,3.82,78.4,62838.55
2024-08-27,5625.8,3.83,76.5,59398.77
2024-08-28,5592.18,3.84,75.49,59024.0
2024-08-29,5591.96,3.87,76.9,59371.27
2024-08-30,5648.4,3.91,74.52,59113.86
2024-09-02,,,,59140.6
2024-09-03,5528.93,3.84,71.28,57474.64
2024-09-04,5520.07,3.77,70.11,57994.01
2024-09-05,5503.41,3.73,70.09,56152.01
2024-09-06,5408.42,3.72,68.58,53930.39
2024-09-09,5471.05,3.7,69.65,57645.59
2024-09-10,5495.52,3.65,66.73,57352.79
2024-09-11,5554.13,3.65,68.25,58137.54
2024-09-12,5595.76,3.68,69.89,60543.35
2024-09-13,5626.02,3.66,69.59,60012.35
2024-09-16,5633.09,3.63,71.1,60312.6
2024-09-17,5634.58,3.65,72.16,61769.18
2024-09-18,5618.26,3.7,71.87,62960.14
2024-09-19,5713.64,3.73,72.86,63210.69
2024-09-20,5702.55,3.73,72.72,63362.74
2024-09-23,5718.57,3.75,71.33,64272.93
2024-09-24,5732.93,3.74,72.34,63130.89
2024-09-25,5722.26,3.79,70.42,65177.21
2024-09-26,5745.37,3.79,68.28,65789.0
2024-09-27,5738.17,3.75,68.72,65858.99
2024-09-30,5762.48,3.81,68.75,60790.0
2024-10-01,5708.75,3.74,70.41,60631.37
2024-10-02,5709.54,3.79,70.74,60744.99
2024-10-03,5699.94,3.85,74.33,62090.71
2024-10-04,5751.07,3.98,74.93,62051.29
2024-10-07,5695.94,4.03,77.76,62122.02
2024-10-08,5751.13,4.04,74.26,60578.28
2024-10-09,5792.04,4.06,73.85,60279.53
2024-10-10,5780.05,4.09,76.46,62518.75
2024-10-11,5815.03,4.08,76.11,63187.47
2024-10-14,5859.85,,,67056.6
2024-10-15,5815.26,4.03,71.22,67608.44
2024-10-16,5842.47,4.02,70.97,67402.33
2024-10-17,5841.47,4.09,71.26,68426.11
2024-10-18,5864.67,4.08,69.78,68363.73
2024-10-21,5853.98,4.19,71.16,67380.08
2024-10-22,5851.2,4.2,72.84,66601.11
2024-10-23,5797.42,4.24,71.37,68156.84
2024-10-24,5809.86,4.21,70.58,66564.51
2024-10-25,5808.12,4.25,72.02,67012.56
2024-10-28,5823.52,4.28,67.65,72724.35
2024-10-29,5832.92,4.28,67.48,72322.91
2024-10-30,5813.67,4.29,68.91,70197.83
2024-10-31,5705.45,4.28,69.58,69467.29
2024-11-01,5728.8,4.37,69.81,69358.94
2024-11-04,5712.69,4.31,71.83,69380.73
2024-11-05,5782.76,4.26,72.26,75646.55
2024-11-06,5929.04,4.42,71.98,75920.0
2024-11-07,5973.1,4.31,72.69,76566.73
2024-11-08,5995.54,4.3,70.69,76716.06
2024-11-11,6001.35,,,88035.43
2024-11-12,5983.99,4.43,68.43,90493.82
2024-11-13,5985.38,4.44,68.76,87340.4
2024-11-14,5949.17,4.43,68.99,91058.36
2024-11-15,5870.62,4.43,67.33,90636.24
2024-11-18,5893.62,4.42,69.46,92435.89
2024-11-19,5916.98,4.39,69.75,94393.15
2024-11-20,5917.11,4.41,69.25,98439.09
2024-11-21,5948.71,4.43,70.39,99024.03
2024-11-22,5969.34,4.41,71.68,97778.77
2024-11-25,5987.37,4.27,69.41,91929.54
2024-11-26,6021.63,4.3,69.05,95951.19
2024-11-27,5998.74,4.25,69.03,95665.53
2024-11-28,,,,97490.56
2024-11-29,6032.38,4.18,68.26,96465.42
2024-12-02,6047.15,4.19,68.35,95924.52
2024-12-03,6049.88,4.23,70.15,98746.24
2024-12-04,6086.49,4.19,68.81,97044.23
2024-12-05,6075.11,4.17,68.58,99891.35
2024-12-06,6090.27,4.15,68.58,99929.32
2024-12-09,6052.85,4.2,68.65,96660.76
2024-12-10,6034.91,4.22,68.85,101202.11
2024-12-11,6084.19,4.26,70.57,100030.47
2024-12-12,6051.25,4.32,70.25,101428.75
2024-12-13,6051.09,4.4,71.54,101399.99
2024-12-16,6074.08,4.39,71.03,106136.99
2024-12-17,6050.61,4.4,70.31,100150.73
2024-12-18,5872.16,4.5,70.8,97372.21
2024-12-19,5867.08,4.57,70.1,97765.0
2024-12-20,5930.85,4.52,69.71,97230.08
2024-12-23,5974.07,4.59,69.5,98594.47
2024-12-24,6040.04,4.59,70.87,99346.28
2024-12-25,,,,95669.49
2024-12-26,6037.59,4.58,70.38,94171.89
2024-12-27,5970.84,4.62,71.28,95130.82
2024-12-30,5906.94,4.55,71.73,93354.22
2024-12-31,5881.63,4.58,72.44,94383.59
2025-01-01,,,,96903.19
2025-01-02,5868.55,4.57,73.79,98136.51
2025-01-03,5942.47,4.6,74.64,98209.85
2025-01-06,5975.38,4.62,74.31,96941.98
2025-01-07,5909.03,4.67,74.99,95036.63
2025-01-08,5918.25,4.67,73.99,92547.44
2025-01-09,,4.68,,94701.18
2025-01-10,5827.04,4.77,77.27,94565.02
2025-01-13,5836.22,4.79,79.57,96534.96
2025-01-14,5842.91,4.78,78.2,100510.23
2025-01-15,5949.91,4.66,80.73,99981.78
2025-01-16,5937.34,4.61,79.35,104107.0
2025-01-17,5996.66,4.61,78.56,104435.0
2025-01-20,,,,106159.26
2025-01-21,6049.24,4.57,76.79,103667.11
2025-01-22,6086.37,4.6,76.12,103926.36
2025-01-23,6118.71,4.65,75.03,104850.27
2025-01-24,6101.24,4.63,74.97,104733.56
2025-01-27,6012.28,4.53,73.51,101290.0
2025-01-28,6067.7,4.55,74.15,103747.25
2025-01-29,6039.31,4.55,72.94,104742.64
2025-01-30,6071.17,4.52,73.1,102411.26
2025-01-31,6040.53,4.58,72.84,100623.85
2025-02-03,5994.57,4.54,73.52,97795.05
2025-02-04,6037.88,4.52,73.04,96638.33
2025-02-05,6061.48,4.43,71.39,96564.62
2025-02-06,6083.57,4.45,70.97,96537.08
2025-02-07,6025.99,4.49,71.32,96476.25
2025-02-10,6066.44,4.51,72.73,95774.08
2025-02-11,6068.5,4.54,73.67,97862.53
2025-02-12,6051.97,4.62,71.72,96625.29
2025-02-13,6115.07,4.52,71.66,97509.03
2025-02-14,6114.63,4.47,71.05,97596.94
2025-02-17,,,,95607.4
2025-02-18,6129.58,4.55,72.21,96632.03
2025-02-19,6144.15,4.53,72.58,98347.2
2025-02-20,6117.52,4.5,72.88,96157.03
2025-02-21,6013.13,4.42,70.72,96582.12
2025-02-24,5983.25,4.4,71.06,88583.74
2025-02-25,5955.25,4.3,69.15,84111.78
2025-02-26,5956.06,4.25,68.87,84625.19
2025-02-27,5861.57,4.29,70.62,84297.73
2025-02-28,5954.5,4.24,69.97,86018.76
2025-03-03,5849.72,4.16,68.63,87249.96
2025-03-04,5778.15,4.22,68.47,90603.73
2025-03-05,5842.63,4.28,66.58,89921.85
2025-03-06,5738.52,4.29,66.62,86756.98
2025-03-07,5770.2,4.32,67.29,86206.69
2025-03-10,5614.56,4.22,66.31,82914.51
2025-03-11,5572.07,4.28,66.52,83659.43
2025-03-12,5599.3,4.32,67.65,81073.43
2025-03-13,5521.52,4.27,66.82,83980.49
2025-03-14,5638.94,4.31,67.43,84351.46
2025-03-17,5675.12,4.31,67.84,82698.76
2025-03-18,5614.66,4.29,67.49,86877.96
2025-03-19,5675.29,4.25,67.4,84183.42
2025-03-20,5662.89,4.24,68.55,84061.96
2025-03-21,5667.56,4.25,68.52,83852.03
2025-03-24,5767.57,4.34,69.46,87427.88
2025-03-25,5776.65,4.31,69.48,86926.01
2025-03-26,5712.2,4.35,70.05,87217.48
2025-03-27,5693.31,4.38,70.3,84381.8
2025-03-28,5580.94,4.27,69.74,82616.83
2025-03-31,5611.85,4.23,71.87,85170.37
2025-04-01,5633.07,4.17,71.61,82490.08
2025-04-02,5670.97,4.2,72.12,83174.33
2025-04-03,5396.52,4.06,67.43,83860.16
2025-04-04,5074.08,4.01,62.42,83498.25
2025-04-07,5062.25,4.15,61.05,76251.64
2025-04-08,4982.77,4.26,60.04,82594.75
2025-04-09,5456.9,4.34,62.63,79552.34
2025-04-10,5268.05,4.4,60.57,83380.47
2025-04-11,5363.36,4.48,61.91,85271.01
2025-04-14,5405.97,4.38,61.99,83629.78
2025-04-15,5396.63,4.35,61.74,84028.72
2025-04-16,5275.7,4.29,62.88,84961.97
2025-04-17,5282.7,4.34,65.07,84466.47
2025-04-18,,,,85074.99
2025-04-21,5158.2,4.42,63.48,93489.1
2025-04-22,5287.76,4.41,64.6,93740.92
2025-04-23,5375.86,4.4,62.64,94021.96
2025-04-24,5484.77,4.32,63.55,94708.79
2025-04-25,5525.21,4.29,63.85,94666.64
2025-04-28,5528.75,4.23,63.3,94271.09
2025-04-29,5560.83,4.19,61.84,94182.54
2025-04-30,5569.06,4.17,59.55,96524.98
2025-05-01,5604.14,4.25,60.59,96929.81
2025-05-02,5686.67,4.33,59.67,95861.33
2025-05-05,5650.38,4.36,58.5,96839.17
2025-05-06,5606.91,4.3,,96809.95
